Table: Year 1
+--------+------------+-----------------+-----------------+
| S. No. | Department | Register Number | Department code |
|  515   |    UCS     |    24UCS0057    |       UCS       |
|  516   |    UCS     |    24UCS0058    |       UCS       |
|  517   |    UCS     |    24UCS0059    |       UCS       |
|  518   |    UCS     |    24UCS0060    |       UCS       |
|  519   |    UCS     |    24UCS0061    |       UCS       |
|  520   |    UCS     |    24UCS0101    |       UCS       |
|  521   |    UCS     |    24UCS0102    |       UCS       |
|  522   |    UCS     |    24UCS0103    |       UCS       |
|  523   |    UCS     |    24UCS0104    |       UCS       |
|  524   |    UCS     |    24UCS0105    |       UCS       |
|  525   |    UCS     |    24UCS0106    |       UCS       |
|  526   |    UCS     |    24UCS0107    |       UCS       |
|  527   |    UCS     |    24UCS0108    |       UCS       |
|  528   |    UCS     |    24UCS0109    |       UCS       |
|  529   |    UCS     |    24UCS0110    |       UCS       |
|  530   |    UCS     |    24UCS0111    |       UCS       |
|  531   |    UCS     |    24UCS0112    |       UCS       |
|  532   |    UCS     |    24UCS0113    |       UCS       |
|  533   |    UCS     |    24UCS0114    |       UCS       |
|  534   |    UCS     |    24UCS0115    |       UCS       |
|  535   |    UCS     |    24UCS0116    |       UCS       |
|  536   |    UCS     |    24UCS0117    |       UCS       |
|  537   |    UCS     |    24UCS0118    |       UCS       |
|  538   |    UCS     |    24UCS0119    |       UCS       |
|  539   |    UCS     |    24UCS0120    |       UCS       |
|  540   |    UCS     |    24UCS0121    |       UCS       |
|  541   |    UCS     |    24UCS0122    |       UCS       |
|  542   |    UCS     |    24UCS0123    |       UCS       |
|  543   |    UCS     |    24UCS0124    |       UCS       |
|  544   |    UCS     |    24UCS0125    |       UCS       |
|  545   |    UCS     |    24UCS0126    |       UCS       |
|  546   |    UCS     |    24UCS0127    |       UCS       |
|  547   |    UCS     |    24UCS0128    |       UCS       |
|  548   |    UCS     |    24UCS0129    |       UCS       |
|  549   |    UCS     |    24UCS0130    |       UCS       |
|  550   |    UCS     |    24UCS0131    |       UCS       |
|  551   |    UCS     |    24UCS0132    |       UCS       |
|  552   |    UCS     |    24UCS0133    |       UCS       |
|  553   |    UCS     |    24UCS0134    |       UCS       |
|  554   |    UCS     |    24UCS0135    |       UCS       |
|  555   |    UCS     |    24UCS0136    |       UCS       |
|  556   |    UCS     |    24UCS0137    |       UCS       |
|  557   |    UCS     |    24UCS0138    |       UCS       |
|  558   |    UCS     |    24UCS0139    |       UCS       |
|  559   |    UCS     |    24UCS0140    |       UCS       |
|  560   |    UCS     |    24UCS0141    |       UCS       |
|  561   |    UCS     |    24UCS0142    |       UCS       |
|  562   |    UCS     |    24UCS0143    |       UCS       |
|  563   |    UCS     |    24UCS0144    |       UCS       |
|  564   |    UCS     |    24UCS0145    |       UCS       |
|  565   |    UCS     |    24UCS0146    |       UCS       |
|  566   |    UCS     |    24UCS0147    |       UCS       |
|  567   |    UCS     |    24UCS0148    |       UCS       |
|  568   |    UCS     |    24UCS0149    |       UCS       |
|  569   |    UCS     |    24UCS0150    |       UCS       |
|  570   |    UCS     |    24UCS0151    |       UCS       |
|  571   |    UCS     |    24UCS0152    |       UCS       |
|  572   |    UCS     |    24UCS0153    |       UCS       |
|  573   |    UCS     |    24UCS0154    |       UCS       |
|  574   |    UCS     |    24UCS0155    |       UCS       |
|  575   |    UCS     |    24UCS0156    |       UCS       |
|  576   |    UCS     |    24UCS0157    |       UCS       |
|  577   |    UCS     |    24UCS0158    |       UCS       |
|  578   |    UCS     |    24UCS0159    |       UCS       |
|  579   |    UCS     |    24UCS0160    |       UCS       |
|  580   |    UCS     |    24UCS0161    |       UCS       |
|  581   |    UBC     |    24UBC0001    |       UBC       |
|  582   |    UBC     |    24UBC0002    |       UBC       |
|  583   |    UBC     |    24UBC0003    |       UBC       |
|  584   |    UBC     |    24UBC0004    |       UBC       |
|  585   |    UBC     |    24UBC0005    |       UBC       |
|  586   |    UBC     |    24UBC0006    |       UBC       |
|  587   |    UBC     |    24UBC0007    |       UBC       |
|  588   |    UBC     |    24UBC0008    |       UBC       |
|  589   |    UBC     |    24UBC0009    |       UBC       |
|  590   |    UBC     |    24UBC0010    |       UBC       |
|  591   |    UBC     |    24UBC0011    |       UBC       |
|  592   |    UBC     |    24UBC0012    |       UBC       |
|  593   |    UBC     |    24UBC0013    |       UBC       |
|  594   |    UBC     |    24UBC0014    |       UBC       |
|  595   |    UBC     |    24UBC0015    |       UBC       |
|  596   |    UBC     |    24UBC0016    |       UBC       |
|  597   |    UBC     |    24UBC0017    |       UBC       |
|  598   |    UBC     |    24UBC0018    |       UBC       |
|  599   |    UBC     |    24UBC0019    |       UBC       |
|  600   |    UBC     |    24UBC0020    |       UBC       |
|  601   |    UBC     |    24UBC0021    |       UBC       |
|  602   |    UBC     |    24UBC0022    |       UBC       |
|  603   |    UBC     |    24UBC0023    |       UBC       |
|  604   |    UBC     |    24UBC0024    |       UBC       |
|  605   |    UBC     |    24UBC0025    |       UBC       |
|  606   |    UBC     |    24UBC0026    |       UBC       |
|  607   |    UBC     |    24UBC0027    |       UBC       |
|  608   |    UBC     |    24UBC0028    |       UBC       |
|  609   |    UBC     |    24UBC0029    |       UBC       |
|  610   |    UBC     |    24UBC0030    |       UBC       |
|  611   |    UBC     |    24UBC0031    |       UBC       |
|  612   |    UBC     |    24UBC0032    |       UBC       |
|  613   |    UBC     |    24UBC0033    |       UBC       |
|  614   |    UBC     |    24UBC0034    |       UBC       |
|  615   |    UBC     |    24UBC0035    |       UBC       |
|  616   |    UBC     |    24UBC0036    |       UBC       |
|  617   |    UBC     |    24UBC0037    |       UBC       |
|  618   |    UBC     |    24UBC0038    |       UBC       |
|  619   |    UBC     |    24UBC0039    |       UBC       |
|  620   |    UBC     |    24UBC0040    |       UBC       |
|  621   |    UBC     |    24UBC0041    |       UBC       |
|  622   |    UBC     |    24UBC0042    |       UBC       |
|  623   |    UBC     |    24UBC0043    |       UBC       |
|  624   |    UBC     |    24UBC0044    |       UBC       |
|  625   |    UBC     |    24UBC0045    |       UBC       |
|  626   |    UBC     |    24UBC0046    |       UBC       |
|  627   |    UBC     |    24UBC0047    |       UBC       |
|  628   |    UBC     |    24UBC0048    |       UBC       |
|  629   |    UBC     |    24UBC0049    |       UBC       |
|  630   |    UBC     |    24UBC0050    |       UBC       |
|  631   |    UBC     |    24UBC0051    |       UBC       |
|  632   |    UBC     |    24UBC0052    |       UBC       |
|  633   |    UBC     |    24UBC0053    |       UBC       |
|  634   |    UBC     |    24UBC0054    |       UBC       |
|  635   |    UBC     |    24UBC0055    |       UBC       |
|  636   |    UBC     |    24UBC0056    |       UBC       |
|  637   |    UBC     |    24UBC0057    |       UBC       |
|  638   |    UPY     |    24UPY0001    |       UPY       |
|  639   |    UPY     |    24UPY0002    |       UPY       |
|  640   |    UPY     |    24UPY0003    |       UPY       |
|  641   |    UPY     |    24UPY0004    |       UPY       |
|  642   |    UPY     |    24UPY0005    |       UPY       |
|  643   |    UPY     |    24UPY0006    |       UPY       |
|  644   |    UPY     |    24UPY0007    |       UPY       |
|  645   |    UPY     |    24UPY0008    |       UPY       |
|  646   |    UPY     |    24UPY0009    |       UPY       |
|  647   |    UPY     |    24UPY0010    |       UPY       |
|  648   |    UPY     |    24UPY0011    |       UPY       |
|  649   |    UPY     |    24UPY0012    |       UPY       |
|  650   |    UPY     |    24UPY0013    |       UPY       |
|  651   |    UPY     |    24UPY0014    |       UPY       |
|  652   |    UPY     |    24UPY0015    |       UPY       |
|  653   |    UPY     |    24UPY0016    |       UPY       |
|  654   |    UPY     |    24UPY0017    |       UPY       |
|  655   |    UPY     |    24UPY0018    |       UPY       |
|  656   |    UPY     |    24UPY0019    |       UPY       |
|  657   |    UPY     |    24UPY0020    |       UPY       |
|  658   |    UPY     |    24UPY0021    |       UPY       |
|  659   |    UPY     |    24UPY0022    |       UPY       |
|  660   |    UPY     |    24UPY0023    |       UPY       |
|  661   |    UCM     |    24UCM0001    |       UCM       |
|  662   |    UCM     |    24UCM0002    |       UCM       |
|  663   |    UCM     |    24UCM0003    |       UCM       |
|  664   |    UCM     |    24UCM0004    |       UCM       |
|  665   |    UCM     |    24UCM0005    |       UCM       |
|  666   |    UCM     |    24UCM0006    |       UCM       |
|  667   |    UCM     |    24UCM0007    |       UCM       |
|  668   |    UCM     |    24UCM0008    |       UCM       |
|  669   |    UCM     |    24UCM0009    |       UCM       |
|  670   |    UCM     |    24UCM0010    |       UCM       |
|  671   |    UCM     |    24UCM0011    |       UCM       |
|  672   |    UCM     |    24UCM0012    |       UCM       |
|  673   |    UCM     |    24UCM0013    |       UCM       |
|  674   |    UCM     |    24UCM0014    |       UCM       |
|  675   |    UCM     |    24UCM0015    |       UCM       |
|  676   |    UCM     |    24UCM0016    |       UCM       |
|  677   |    UCM     |    24UCM0017    |       UCM       |
|  678   |    UCM     |    24UCM0018    |       UCM       |
|  679   |    UCM     |    24UCM0019    |       UCM       |
|  680   |    UCM     |    24UCM0020    |       UCM       |
|  681   |    UCM     |    24UCM0021    |       UCM       |
|  682   |    UCM     |    24UCM0022    |       UCM       |
|  683   |    UCM     |    24UCM0023    |       UCM       |
|  684   |    UCM     |    24UCM0024    |       UCM       |
|  685   |    UCM     |    24UCM0025    |       UCM       |
|  686   |    UCM     |    24UCM0026    |       UCM       |
|  687   |    UCM     |    24UCM0027    |       UCM       |
|  688   |    UCM     |    24UCM0028    |       UCM       |
|  689   |    UCM     |    24UCM0029    |       UCM       |
|  690   |    UCM     |    24UCM0030    |       UCM       |
|  691   |    UCM     |    24UCM0031    |       UCM       |
|  692   |    UCM     |    24UCM0032    |       UCM       |
|  693   |    UCM     |    24UCM0033    |       UCM       |
|  694   |    UCM     |    24UCM0034    |       UCM       |
|  695   |    UCM     |    24UCM0035    |       UCM       |
|  696   |    UCM     |    24UCM0036    |       UCM       |
|  697   |    UCM     |    24UCM0037    |       UCM       |
|  698   |    UCM     |    24UCM0038    |       UCM       |
|  699   |    UCM     |    24UCM0039    |       UCM       |
|  700   |    UCM     |    24UCM0040    |       UCM       |
|  701   |    UCM     |    24UCM0041    |       UCM       |
|  702   |    UCM     |    24UCM0042    |       UCM       |
|  703   |    UCM     |    24UCM0043    |       UCM       |
|  704   |    UCM     |    24UCM0044    |       UCM       |
|  705   |    UCM     |    24UCM0045    |       UCM       |
|  706   |    UCM     |    24UCM0046    |       UCM       |
|  707   |    UCM     |    24UCM0047    |       UCM       |
|  708   |    UCM     |    24UCM0048    |       UCM       |
|  709   |    UCM     |    24UCM0049    |       UCM       |
|  710   |    UCM     |    24UCM0050    |       UCM       |
|  711   |    UCM     |    24UCM0051    |       UCM       |
|  712   |    UCM     |    24UCM0052    |       UCM       |
|  713   |    UCD     |    24UCD0001    |       UCD       |
|  714   |    UCD     |    24UCD0002    |       UCD       |
|  715   |    UCD     |    24UCD0003    |       UCD       |
|  716   |    UCD     |    24UCD0004    |       UCD       |
|  717   |    UCD     |    24UCD0005    |       UCD       |
|  718   |    UCD     |    24UCD0006    |       UCD       |
|  719   |    UCD     |    24UCD0007    |       UCD       |
|  720   |    UCD     |    24UCD0008    |       UCD       |
|  721   |    UCD     |    24UCD0009    |       UCD       |
|  722   |    UCD     |    24UCD0010    |       UCD       |
|  723   |    UCD     |    24UCD0011    |       UCD       |
|  724   |    UCD     |    24UCD0012    |       UCD       |
|  725   |    UCD     |    24UCD0013    |       UCD       |
|  726   |    UCD     |    24UCD0014    |       UCD       |
|  727   |    UCD     |    24UCD0015    |       UCD       |
|  728   |    UCI     |    24UCI0001    |       UCI       |
|  729   |    UCI     |    24UCI0002    |       UCI       |
|  730   |    UCI     |    24UCI0003    |       UCI       |
|  731   |    UCI     |    24UCI0004    |       UCI       |
|  732   |    UCI     |    24UCI0005    |       UCI       |
|  733   |    UCI     |    24UCI0006    |       UCI       |
|  734   |    UCI     |    24UCI0007    |       UCI       |
|  735   |    UCI     |    24UCI0008    |       UCI       |
|  736   |    UCI     |    24UCI0009    |       UCI       |
